"17","1","3"
"18","1","4"
"3","1","5"
"16","1","6"
"19","1","7"
"8","2","5"
"5","3","5"
"20","3","7"
"4","4","5"
"21","4","7"
"6","5","5"
"22","5","7"
"23","6","4"
"2","6","5"
"24","6","6"
"25","7","3"
"26","7","4"
"7","7","5"
"27","7","6"
"28","7","7"
"29","8","4"
"1","8","5"
"30","9","4"
"31","9","5"
